Filename,Reference Text,Transcribed Text,wer,wer c
common_voice_he_41605185,הרבה אנטנות קטנות או אנטנה אחת גדולה,הרבה אנטנות קטנות או אנטנה אחת גדולה.,0.1429,0
common_voice_he_41605188,אלא בשימור מרכזי כוח מסוימים במערכות השלטון,אלא בשימור מרכזי כוח מסוימים במערכות השלטון.,0.1429,0
common_voice_he_41605195,והבנתי גם שוועדת החינוך הולכת להתכנס לדיון,והבנתי גם שוועדת החינוך הולכת להתכנס לדיון.,0.1429,0
common_voice_he_41605205,המחירים עדיין גבוהים ולוקח זמן לטפל בזה,המחירים עדיין גבוהים ולוקח זמן לטפל בזה.,0.1429,0
common_voice_he_39326866,והבעיה הקשה היא שהוא השחקן החזק ביותר,והבעיה הקשה היא שהוא השחקן החזק ביותר.,0.1429,0
common_voice_he_39327003,ולחדול מספינים פוליטיים נכלוליים לשינוי שיטת הממשל,ולחדול מספינים פוליטיים נכלוליים לשינוי שיטת הממשל.,0.1429,0
common_voice_he_39327022,אולי נלך לעשות איזה טיול קצר בנחל,אולי נלך לעשות איזה טיול קצר בנחל.,0.1429,0
common_voice_he_39327025,כאשר עמדנו מול יתרון בכמויות הנשק והחיילים,"כאשר עמדנו מול יתרון בכמויות הנשק והחיילים,",0.1429,0
common_voice_he_39327051,התוכנית הזאת עדיין לא נכנסה כלל לתוקף,התוכנית הזאת עדיין לא נכנסה כלל לתוקף.,0.1429,0
common_voice_he_39642811,זה לא מתחיל מזה שלא גובים ארנונה,זה לא מתחיל מזה שלא גובים ארנונה.,0.1429,0
common_voice_he_39642813,כי אם זה תלוי בחלק מהיושבים פה,כי אם זה תלוי בחלק מהיושבים פה...,0.1429,כי אם זה תלוי בחלק מהיושבים פה
common_voice_he_39642814,אז יקרה משהו או לא יקרה משהו,אז יקרה משהו או לא יקרה משהו.,0.1429,0
common_voice_he_38104832,אני משוכנע שרובן המכריע הן מצביעות ליכוד,אני משוכנע שרובן המכריע הן מצביעות ליכוד.,0.1429,0
common_voice_he_38118873,ככה ממהרים לקיים מצווה ולתת נדבה לעני,ככה ממהרים לקיים מצווה ולתת נדבה לעני.,0.1429,0
common_voice_he_38142078,חלק מהנושאים שפוצלו יבואו לפה בשבועות הקרובים,חלק מהנושאים שפוצלו יבואו לפה בשבועות הקרובים.,0.1429,0
common_voice_he_39753057,"אף מילה יחידה לא תציל מפי, השמעת?!","אף מילה יחידה לא תציל מפי, השמעת?",0.1429,0
common_voice_he_39753059,שילמדו משהו מהי קרן חברתית אמיתית חדשה,שילמדו משהו מהי קרן חברתית אמיתית חדשה.,0.1429,0
common_voice_he_39753070,כדי ליצור כדאיות ליזמים ולבנות דירות להשכרה,כדי ליצור כדאיות ליזמים ולבנות דירות להשכרה.,0.1429,0
common_voice_he_39753112,גם יתחיל לראות מה קורה באמת בדמוקרטיה,גם יתחיל לראות מה קורה באמת בדמוקרטיה.,0.1429,0
common_voice_he_39753150,אני מביא דוגמאות לשלוש דמוקרטיות במזרח התיכון,אני מביא דוגמאות לשלוש דמוקרטיות במזרח התיכון.,0.1429,0
common_voice_he_39753151,אילו צעדים תנקוט כדי שזה אכן יבוצע,אילו צעדים תנקוט כדי שזה אכן יבוצע?,0.1429,0
common_voice_he_39753169,תשלום המסים בא גם לתת חינוך לאנשים,תשלום המסים בא גם לתת חינוך לאנשים.,0.1429,0
common_voice_he_39753206,הלילה הטעות הזאת תוקנה ומחירי הדלק ירדו,הלילה הטעות הזאת תוקנה ומחירי הדלק ירדו.,0.1429,0
common_voice_he_39753210,כמו גם להציב תמרור אזהרה ואמירה ברורה,כמו גם להציב תמרור אזהרה ואמירה ברורה.,0.1429,0
common_voice_he_39753270,כדי לא להגיע למעשה גזעני או לאפליה,כדי לא להגיע למעשה גזעני או לאפליה.,0.1429,0
common_voice_he_39753272,שלא ירגישו שהם לבד בסבל שהם סובלים,שלא ירגישו שהם לבד בסבל שהם סובלים.,0.1429,0
common_voice_he_39753439,שהיא מערכת סבירה במונחים המקובלים בעולם המערבי,שהיא מערכת סבירה במונחים המקובלים בעולם המערבי.,0.1429,0
common_voice_he_39753441,להבטחת חיי אדם וגם לקדושת חיי אדם,להבטחת חיי אדם וגם לקדושת חיי אדם.,0.1429,0
common_voice_he_39753442,שהצמיד קצבה מסוימת לשכר הממוצע ולא למדד,שהצמיד קצבה מסוימת לשכר הממוצע ולא למדד.,0.1429,0
common_voice_he_39753460,הם הקימו ארגון הורים לנפגעי חזרה בתשובה,הם הקימו ארגון הורים לנפגעי חזרה בתשובה.,0.1429,0
common_voice_he_39753461,בעולם המערבי זמן ההגעה לאירוע קצר מאוד,בעולם המערבי זמן ההגעה לאירוע קצר מאוד.,0.1429,0
common_voice_he_39753469,דיוני הוועדה פתוחים לעיתונאים על בסיס יומיומי,דיוני הוועדה פתוחים לעיתונאים על בסיס יומיומי.,0.1429,0
common_voice_he_39753520,שהנפגעים הראשונים והעיקריים הם הקבוצות החלשות באוכלוסייה,שהנפגעים הראשונים והעיקריים הם הקבוצות החלשות באוכלוסייה.,0.1429,0
common_voice_he_39753544,אני מבקש לומר שזאת הזדמנות יוצאת דופן,אני מבקש לומר שזאת הזדמנות יוצאת דופן.,0.1429,0
common_voice_he_39753570,היוזמה להצעה הזאת נובעת מכמה עניינים מרכזיים,היוזמה להצעה הזאת נובעת מכמה עניינים מרכזיים.,0.1429,0
common_voice_he_39753616,ביום חמישי הקרוב אמור להתבצע הפינוי שלה,ביום חמישי הקרוב אמור להתבצע הפינוי שלה.,0.1429,0
common_voice_he_39753618,כפוף להוראת תקנה זו אני מודיע בזאת,"כפוף להוראת תקנה זו, אני מודיע בזאת",0.1429,0
common_voice_he_39753640,היא לא יכולה להיות שייכת לאדם אחד,היא לא יכולה להיות שייכת לאדם אחד.,0.1429,0
common_voice_he_39753649,דרשנו ונמשיך לדרוש תקציבים וחקיקה לטובת החלשים,דרשנו ונמשיך לדרוש תקציבים וחקיקה לטובת החלשים.,0.1429,0
common_voice_he_39753652,אני רוצה להקריא משני מכתבים קטעים קצרים,אני רוצה להקריא משני מכתבים קטעים קצרים.,0.1429,0
common_voice_he_39753655,שיהיה להם איזה מעמד מיוחד בתוך העירייה,שיהיה להם איזה מעמד מיוחד בתוך העירייה.,0.1429,0
common_voice_he_39771129,וכתוצאה ממנה לא יצאו מחבלים מתאבדים מעזה,וכתוצאה ממנה לא יצאו מחבלים מתאבדים מעזה.,0.1429,0
common_voice_he_39771141,כדי שתקבל אינפורמציה נוספת שתצטבר עד אז,כדי שתקבל אינפורמציה נוספת שתצטבר עד אז.,0.1429,0
common_voice_he_39771206,הילדה ביקשה בלון תכלת ליום הולדת שלה,הילדה ביקשה בלון תכלת ליום הולדת שלה.,0.1429,0
common_voice_he_39771231,והחל בפעילותו הציבורית הברוכה למען החקלאות וההתיישבות,והחל בפעילותו הציבורית הברוכה למען החקלאות וההתיישבות.,0.1429,0
common_voice_he_39771249,משום שקשה לי להאמין שמישהו בעיריית ירושלים,משום שקשה לי להאמין שמישהו בעיריית ירושלים.,0.1429,0
common_voice_he_39771264,הפעם עשה שימוש מעט שנוי במחלוקת בסמכותו,הפעם עשה שימוש מעט שנוי במחלוקת בסמכותו.,0.1429,0
common_voice_he_39771265,אולי הם יכלו להשפיע בעוד כמה קולות,אולי הם יכלו להשפיע בעוד כמה קולות.,0.1429,0
common_voice_he_39771292,תוכנית הצמיחה הנכונה היא זאת שמשקיעה בתשתית,תוכנית הצמיחה הנכונה היא זאת שמשקיעה בתשתית.,0.1429,0
common_voice_he_39771306,האוצר אומר שהעלות למשק היא מיליארד שקל,האוצר אומר שהעלות למשק היא מיליארד שקל.,0.1429,0
common_voice_he_39771307,זה פעם ראשונה שאני שומע שזאת עדות,זה פעם ראשונה שאני שומע שזאת עדות.,0.1429,0
common_voice_he_39771315,גם לוועד הממונה שם וגם למשרד החינוך,גם לוועד הממונה שם וגם למשרד החינוך.,0.1429,0
common_voice_he_39771316,בערב הסעודית לא רק שליהודי אסור לגור,בערב הסעודית לא רק שליהודי אסור לגור.,0.1429,0
common_voice_he_39778678,יש לה משמעות לאנשים שמקבלים הבטחת הכנסה,יש לה משמעות לאנשים שמקבלים הבטחת הכנסה.,0.1429,0
common_voice_he_39778685,אני חושב שזו בשורה גדולה מאוד למאות,אני חושב שזו בשורה גדולה מאוד למאות.,0.1429,0
common_voice_he_39778693,שאיננה מתנהגת גם בעניין הזה בצורה ראויה,שאיננה מתנהגת גם בעניין הזה בצורה ראויה.,0.1429,0
common_voice_he_39778705,אנשים שפרנסתם וחייהם מעץ הזית וממסיק זיתים,אנשים שפרנסתם וחייהם מעץ הזית וממסיק זיתים.,0.1429,0
common_voice_he_39778706,זה לא סתם לדעת עם מי דיברת,זה לא סתם לדעת עם מי דיברת.,0.1429,0
common_voice_he_39778707,וגם שתנאי העבודה עצמם הם תנאים אנושיים,וגם שתנאי העבודה עצמם הם תנאים אנושיים.,0.1429,0
common_voice_he_39785416,אנחנו מבקשים להחליט מהי הכלכלה הציונית הראויה,אנחנו מבקשים להחליט מהי הכלכלה הציונית הראויה.,0.1429,0
common_voice_he_39785513,כאשר בכפרים הערביים לא מאשרים תוכניות בנייה,כאשר בכפרים הערביים לא מאשרים תוכניות בנייה.,0.1429,0
common_voice_he_39831308,מה קורה כאשר נותנים מעבר למה שמגיע,מה קורה כאשר נותנים מעבר למה שמגיע?,0.1429,0
common_voice_he_39831309,היא גם מטומטמת והיא גם בלתי מוסרית,היא גם מטומטמת והיא גם בלתי מוסרית.,0.1429,0
common_voice_he_39831311,הקיצוץ בקצבת הילד הראשון והשני לא רלוונטי,הקיצוץ בקצבת הילד הראשון והשני לא רלוונטי.,0.1429,0
common_voice_he_39831312,שאולי מישהו כתב או חתם באיזה ספר,שאולי מישהו כתב או חתם באיזה ספר.,0.1429,0
common_voice_he_39831319,לא קרתה באירופה ולא קרתה בשום מקום,לא קרתה באירופה ולא קרתה בשום מקום.,0.1429,0
common_voice_he_39831339,הם שטחי שיפוט שנקבעו לפני שנים רבות,הם שטחי שיפוט שנקבעו לפני שנים רבות.,0.1429,0
common_voice_he_39831351,בראש הוועדה עומדת כבוד השופטת מרים נאור,בראש הוועדה עומדת כבוד השופטת מרים נאור.,0.1429,0
common_voice_he_39831354,כאשר יחלפו שלוש דקות מרגע השמעת הצלצול,כאשר יחלפו שלוש דקות מרגע השמעת הצלצול.,0.1429,0
common_voice_he_39831361,מכיוון שהציבור עדיין לא ערוך ולא מוכן,מכיוון שהציבור עדיין לא ערוך ולא מוכן.,0.1429,0
common_voice_he_39918065,מכל אלה נשארו רק שתי חנויות פתוחות,מכל אלה נשארו רק שתי חנויות פתוחות.,0.1429,0
common_voice_he_39937160,שבכמה וכמה מקומות בארץ הוקמו כמה ערים,שבכמה וכמה מקומות בארץ הוקמו כמה ערים.,0.1429,0
common_voice_he_39937163,מכך שמדובר בתוכנית חירום המוגשת בזמן משבר,מכך שמדובר בתוכנית חירום המוגשת בזמן משבר.,0.1429,0
common_voice_he_39937173,הנושא פנים לאוכלוסייה בעלת ההכנסה הנמוכה במשק,הנושא פנים לאוכלוסייה בעלת ההכנסה הנמוכה במשק.,0.1429,0
common_voice_he_39937174,והצביע נגד הקשישים והנזקקים בעניין פטור מאגרה,והצביע נגד הקשישים והנזקקים בעניין פטור מאגרה.,0.1429,0
common_voice_he_39937207,אולי נקודה נוספת שנוגעת לתוכנית הכלכלית הזאת,אולי נקודה נוספת שנוגעת לתוכנית הכלכלית הזאת.,0.1429,0
common_voice_he_40001965,אני מתכבד להודיע בזאת על חילופי אישים בוועדה לענייני ביקורת המדינה: מטעם סיעת העבודה,אני מתכבד להודיע בזאת על חילופי אישים  בוועדה לענייני ביקורת המדינה מטעם סיעת העבודה.,0.1429,0
common_voice_he_43539842,ולא צפוי הליך בחירות נוסף בתקופה הקרובה,ולא צפוי הליך בחירות נוסף בתקופה הקרובה.,0.1429,0
common_voice_he_41896622,יום הזיכרון הוא יום של משפחת השכול כולה,יום הזיכרון הוא יום של משפחת השכול כולה.,0.125,0
common_voice_he_42358470,והם נמצאים במקום הזה לא בהתלהבות ולא בשמחה,והם נמצאים במקום הזה לא בהתלהבות ולא בשמחה.,0.125,0
common_voice_he_41019361,זר הוא תאגיד שהשליטה בו היא בידי זר,זר הוא תאגיד שהשליטה בו היא בידי זר.,0.125,0
common_voice_he_40630793,קניון הדר הוא נקודת החלפה בין אוטובוסים שונים,קניון הדר הוא נקודת החלפה בין אוטובוסים שונים.,0.125,0
common_voice_he_41869858,מאמץ מרוכז לאיתור ולהחרמת אמצעי לחימה בלתי חוקיים,מאמץ מרוכז לאיתור ולהחרמת אמצעי לחימה בלתי חוקיים.,0.125,0
common_voice_he_40972186,אני מניח שהוא לא מצפה שזה יקרה מחר,אני מניח שהוא לא מצפה שזה יקרה מחר.,0.125,0
common_voice_he_40972188,לא רק ברמה העקרונית אלא גם ברמה התפעולית,לא רק ברמה העקרונית אלא גם ברמה התפעולית.,0.125,0
common_voice_he_43313120,בתוכנית הכלכלית בינתיים גזירה אחת עברה מן העולם,בתוכנית הכלכלית בינתיים גזירה אחת עברה מן העולם.,0.125,0
common_voice_he_43503040,כי הנושא נדון לפני דקות לא רבות במליאה,כי הנושא נדון לפני דקות לא רבות במליאה.,0.125,0
common_voice_he_40978573,התוכנית הכלכלית שמונחת כאן ועומדת לקריאה שנייה ושלישית,התוכנית הכלכלית שמונחת כאן ועומדת לקריאה שנייה ושלישית.,0.125,0
common_voice_he_40978592,ומתוך רצון להבריח הוא מוצא תקציבים למרות הקיצוצים,ומתוך רצון להבריח הוא מוצא תקציבים למרות הקיצוצים.,0.125,0
common_voice_he_38196125,"רק שאלה היא, אם בחרתי פה בדרך הטובה.",רק שאלה היא אם בחרתי פה בדרך הטובה.,0.125,0
common_voice_he_40909696,לא נותנות שירותים רפואיים רק למי שמשלם כסף,לא נותנות שירותים רפואיים רק למי שמשלם כסף.,0.125,0
common_voice_he_41616580,חלק מהעיצומים הם לא לבצע תיקונים ביישובים הערביים,חלק מהעיצומים הם לא לבצע תיקונים ביישובים הערביים.,0.125,0
common_voice_he_41616602,בישיבות אלה נדונו הבקשות של נציגות הסגל הזוטר,בישיבות אלה נדונו הבקשות של נציגות הסגל הזוטר.,0.125,0
common_voice_he_41616612,תבדקו מי האנשים שמתקבלים ומי האנשים שלא מתקבלים,תבדקו מי האנשים שמתקבלים ומי האנשים שלא מתקבלים.,0.125,0
common_voice_he_41616614,ודחיית ההנחות במס הכנסה לא יפצו על זה,ודחיית ההנחות במס הכנסה לא יפצו על זה.,0.125,0
common_voice_he_41616718,אנחנו נמצאים באיזה רגע נדיר במהלך הקדנציה הזאת,אנחנו נמצאים באיזה רגע נדיר במהלך הקדנציה הזאת.,0.125,0
common_voice_he_41616757,ובעיות אחרות שמוזכרות בתוכנית המפורטת שמשרד הבריאות הכין,ובעיות אחרות שמוזכרות בתוכנית המפורטת שמשרד הבריאות הכין.,0.125,0
common_voice_he_41616790,אני מוכן ללמד אותך את ההיסטוריה של נגבה,אני מוכן ללמד אותך את ההיסטוריה של נגבה.,0.125,0
common_voice_he_41486360,אני לא יודע אם אנחנו נצטרף לקואליציה החדשה,אני לא יודע אם אנחנו נצטרף לקואליציה החדשה.,0.125,0
common_voice_he_41486383,כשאני נכנסת לחנות ספרים ואני קונה ספר בודד,כשאני נכנסת לחנות ספרים ואני קונה ספר בודד.,0.125,0
common_voice_he_41605184,יישאר שם במעקב ויועלה לדיון רק בעת הצורך,יישאר שם במעקב ויועלה לדיון רק בעת הצורך.,0.125,0
common_voice_he_41605191,אז איך הייתי יכולה לשלם עבור טיפול בחרדה,אז איך הייתי יכולה לשלם עבור טיפול בחרדה?,0.125,0
common_voice_he_41605192,כי פארק תעשייה קיסריה נבנה בשטח ללא שיפוט,כי פארק תעשייה קיסריה נבנה בשטח ללא שיפוט.,0.125,0
common_voice_he_39327097,וזה כמעט נכון. הן תמיד חייתי בין יהודים.,"וזה כמעט נכון, הן תמיד חייתי בין יהודים.",0.125,וזה כמעט נכון הן תמיד חייתי בין יהודים
common_voice_he_39327118,אין אני בטוח כל עיקר שראוי אני לכך,אין אני בטוח כל עיקר שראוי אני לכך.,0.125,0
common_voice_he_39327214,במקום לקחת גדר ביטחונית במקום שמפריד ועוצר טרוריסטים,"במקום לקחת גדר ביטחונית במקום שמפריד ועוצר טרוריסטים,",0.125,0
common_voice_he_39642817,ואפילו כפרים ערביים שנופלים בקטגוריה הזאת הוצאו מהרשימה,ואפילו כפרים ערביים שנופלים בקטגוריה הזאת הוצאו מהרשימה.,0.125,0
common_voice_he_39753114,השביל בין גן הילדים לגינה מואר באור אדום,השביל בין גן הילדים לגינה מואר באור אדום.,0.125,0
common_voice_he_39753184,כשאין שמונה מאות שקל בבית עם ארבעה ילדים,כשאין שמונה מאות שקל בבית עם ארבעה ילדים.,0.125,0
common_voice_he_39753187,נדמה לי שהתוכנית הזאת היא תוכנית אכזרית במיוחד,נדמה לי שהתוכנית הזאת היא תוכנית אכזרית במיוחד.,0.125,0
common_voice_he_39753245,אדם הרעב ללחם הוא אדם שכבודו כאדם נפגע,אדם הרעב ללחם הוא אדם שכבודו כאדם נפגע.,0.125,0
common_voice_he_39753271,ואכן ייקלטו מאות מורים ערבים במערכת החינוך היהודית,ואכן ייקלטו מאות מורים ערבים במערכת החינוך היהודית.,0.125,0
common_voice_he_39753462,ששיתף פעולה גם עם השינויים ועם המציאות הפתוחה,ששיתף פעולה גם עם השינויים ועם המציאות הפתוחה.,0.125,0
common_voice_he_39771234,המקיימת אותה בדבקות מהיום שבו השגתם את עצמאותכם,המקיימת אותה בדבקות מהיום שבו השגתם את עצמאותכם.,0.125,0
common_voice_he_39771253,קיצוץ בדמי אבטלה והחמרה בתנאי הזכאות לדמי אבטלה,קיצוץ בדמי אבטלה והחמרה בתנאי הזכאות לדמי אבטלה.,0.125,0
common_voice_he_39771309,שאנחנו ביהודה ובשומרון בזכות אבות ולא בחסד האומות,שאנחנו ביהודה ובשומרון בזכות אבות ולא בחסד האומות.,0.125,0
common_voice_he_39778679,אני רוצה לסיים ממש בבשורה אחת מספר ירמיהו,אני רוצה לסיים ממש בבשורה אחת מספר ירמיהו.,0.125,0
common_voice_he_39778692,המשטרה נערכה לטיפול באלימות במתחמי בילוי בסופי השבוע,המשטרה נערכה לטיפול באלימות במתחמי בילוי בסופי השבוע.,0.125,0
common_voice_he_39778700,אני לא מתפקד בעבודה עקב חוסר בשעות שינה,אני לא מתפקד בעבודה עקב חוסר בשעות שינה.,0.125,0
common_voice_he_39785420,הבעיה היא סדר עדיפויות ותקציב שמגיע לעדה הזאת,הבעיה היא סדר עדיפויות ותקציב שמגיע לעדה הזאת.,0.125,0
common_voice_he_39785446,נעשו ניסיונות לאתר אירועים דומים למקרים המוזכרים במכתבך,נעשו ניסיונות לאתר אירועים דומים למקרים המוזכרים במכתבך.,0.125,0
common_voice_he_39785511,והם מוצאים עצמם עוד הפעם מפגינים כאן בחוץ,והם מוצאים עצמם עוד הפעם מפגינים כאן בחוץ.,0.125,0
common_voice_he_39831310,אבל היא מופנית גם לבני אדם מחוץ לכלא,אבל היא מופנית גם לבני אדם מחוץ לכלא.,0.125,0
common_voice_he_39831338,שאנחנו יכולים להכניס כל מיני דברים שמעבר לסל,שאנחנו יכולים להכניס כל מיני דברים שמעבר לסל.,0.125,0
common_voice_he_39831353,כמה המצוקה היא אדירה וכמה העוני הוא נורא,כמה המצוקה היא אדירה וכמה העוני הוא נורא.,0.125,0
common_voice_he_39831362,כמה מהלכים מאוד משמעותיים שהם לא בדיוק הפרטה,כמה מהלכים מאוד משמעותיים שהם לא בדיוק הפרטה.,0.125,0
common_voice_he_39918067,שיחליטו אם הוא בצד הזה או בצד ההוא,שיחליטו אם הוא בצד הזה או בצד ההוא.,0.125,0
common_voice_he_39937170,אני נוטה להאמין שזה דווקא אדם לא שפוי,אני נוטה להאמין שזה דווקא אדם לא שפוי.,0.125,0
common_voice_he_40001959,טענה כי פינוי היישובים הוא מחיר שראוי לשלם,טענה כי פינוי היישובים הוא מחיר שראוי לשלם.,0.125,0
common_voice_he_40001972,שאני והציבור שאני מייצג די פתוחים בעניין הזה,שאני והציבור שאני מייצג די פתוחים בעניין הזה.,0.125,0
common_voice_he_41066672,בוא ניתן לזה קצת זמן ונראה איך הדברים מתנהלים,בוא ניתן לזה קצת זמן ונראה איך הדברים מתנהלים.,0.1111,0
common_voice_he_41486337,ניסן סלומינסקי ואמנון כהן לוועדת הפנים ואיכות הסביבה נתקבלה,ניסן סלומינסקי ואמנון כהן לוועדת הפנים ואיכות הסביבה נתקבלה.,0.1111,0
common_voice_he_40909674,אנחנו עדים לכך שמקומות יהודיים הם יעד פורענות למפגעים,אנחנו עדים לכך שמקומות יהודיים הם יעד פורענות למפגעים.,0.1111,0
common_voice_he_39750937,זה בעצם מהווה תמריץ שלילי לחייל המילואים להתייצב לשירות,זה בעצם מהווה תמריץ שלילי לחייל המילואים להתייצב לשירות.,0.1111,0
common_voice_he_40909679,ובהמשך הגישה תלונה נגדית כנגד המשפחה המקומית בגין תקיפה,ובהמשך הגישה תלונה נגדית כנגד המשפחה המקומית בגין תקיפה.,0.1111,0
common_voice_he_41616575,לעולים שהיא מביאה ולא מתאמצת לקלוט בארץ כמו שצריך,לעולים שהיא מביאה ולא מתאמצת לקלוט בארץ כמו שצריך.,0.1111,0
common_voice_he_41616667,בירה זה משקה אלכוהולי שאפשר למצוא בבר או בפאב,בירה זה משקה אלכוהולי שאפשר למצוא בבר או בפאב.,0.1111,0
common_voice_he_41486345,בשעה חמש תיפתח הישיבה המיוחדת לזכרו של יצחק רבין,בשעה חמש תיפתח הישיבה המיוחדת לזכרו של יצחק רבין.,0.1111,0
common_voice_he_41605171,בוקעות בהמיות ואלימות מהסוג שמקצתו תואר דרך מקרה פרטי,בוקעות בהמיות ואלימות מהסוג שמקצתו תואר דרך מקרה פרטי.,0.1111,0
common_voice_he_39326853,היהודי הפרטיקולרי הוא היהודי שקיבל תורה מסיני ומקיים מצוות,היהודי הפרטיקולרי הוא היהודי שקיבל תורה מסיני ומקיים מצוות.,0.1111,0
common_voice_he_39327048,מפני רגע זה אני פוחדת מאוד. מודה אני בגלוי.,"מפני רגע זה אני פוחדת מאוד, מודה אני בגלוי.",0.1111,מפני רגע זה אני פוחדת מאוד מודה אני בגלוי
common_voice_he_39327081,ואני רוצה לתת דוגמה ממכתב שהונח על שולחני היום,ואני רוצה לתת דוגמה ממכתב שהונח על שולחני היום.,0.1111,0
common_voice_he_39753067,אם היא חוששת להפסיד אנשים מהליכוד והיא הולכת ימינה,אם היא חוששת להפסיד אנשים מהליכוד והיא הולכת ימינה.,0.1111,0
common_voice_he_39753154,"אז הבינו למה ההחלטה הזאת לא יכולה להתקבל בשלוף""",אז הבינו למה ההחלטה הזאת לא יכולה להתקבל בשלוף.,0.1111,0
common_voice_he_39753589,שמא הוא מצא מקום שיהודי חרדי גם יקבל דירה,שמא הוא מצא מקום שיהודי חרדי גם יקבל דירה.,0.1111,0
common_voice_he_39771251,אנחנו רואים שהעולם מתחלק כפי שהוא מתחלק והצביעות חוגגת,אנחנו רואים שהעולם מתחלק כפי שהוא מתחלק והצביעות חוגגת.,0.1111,0
common_voice_he_39785417,מרפאה זו נותנת מענה טיפולי לאוכלוסיית שדרות וליישובי הסביבה,מרפאה זו נותנת מענה טיפולי לאוכלוסיית שדרות וליישובי הסביבה.,0.1111,0
common_voice_he_39785423,הרי שבעשור האחרון התוכנית הדורסנית הזאת קרמה עור וגידים,הרי שבעשור האחרון התוכנית הדורסנית הזאת קרמה עור וגידים.,0.1111,0
common_voice_he_39831293,אתה יודע למה אני כל יום גאה לחזור הביתה,אתה יודע למה אני כל יום גאה לחזור הביתה.,0.1111,0
common_voice_he_39831299,זה לא נושא שכדאי או אפשר לפתור באמצעות המליאה,זה לא נושא שכדאי או אפשר לפתור באמצעות המליאה.,0.1111,0
common_voice_he_39831320,ובעקבות זאת נחקר הפרמדיק תחת אזהרה והכחיש מעורבותו בעניין,ובעקבות זאת נחקר הפרמדיק תחת אזהרה והכחיש מעורבותו בעניין.,0.1111,0
common_voice_he_39937204,מערכת זו הביאה לשיפור בשיעור הטיפולים המתאימים שסופקו לחולים,מערכת זו הביאה לשיפור בשיעור הטיפולים המתאימים שסופקו לחולים.,0.1111,0
common_voice_he_40001957,בעניין יהודי אתיופיה הולכים הרבה יותר רחוק מעבר לסבתא,בעניין יהודי אתיופיה הולכים הרבה יותר רחוק מעבר לסבתא.,0.1111,0
common_voice_he_43281938,אבל אני רוצה לוודא סופית שאנחנו באים עם דברים מסודרים,אבל אני רוצה לוודא סופית שאנחנו באים עם דברים מסודרים.,0.1,0
common_voice_he_39659795,אני מוכרח לומר שאני לא אהסס לעשות מהפכה בתחום התכנון,אני מוכרח לומר שאני לא אהסס לעשות מהפכה בתחום התכנון.,0.1,0
common_voice_he_41616629,שיפור זה תרם לשמירת היציבות באי-שוויון ובעוני לפי הכנסה כלכלית,שיפור זה תרם לשמירת היציבות באי-שוויון ובעוני לפי הכנסה כלכלית.,0.1,0
common_voice_he_41605168,הרי זה צריך לתת אולי תשובה יותר נכונה בתקציב הבא,הרי זה צריך לתת אולי תשובה יותר נכונה בתקציב הבא.,0.1,0
common_voice_he_41605179,זה בלתי אפשרי גם מבחינת בעלויות בקרקע וגם מבחינת הטופוגרפיה,זה בלתי אפשרי גם מבחינת בעלויות בקרקע וגם מבחינת הטופוגרפיה.,0.1,0
common_voice_he_41605208,אני מניח שגם הוסר ספק לגבי הצבעות ידניות לעתיד הקרוב,אני מניח שגם הוסר ספק לגבי  הצבעות ידניות לעתיד הקרוב.,0.1,0
common_voice_he_39327197,שתהליך חינוכי להפחתת האלימות הוא מאמץ יומיומי מתמשך וארוך טווח,שתהליך חינוכי להפחתת האלימות הוא מאמץ יומיומי מתמשך וארוך טווח.,0.1,0
common_voice_he_38142104,"זו האירוניה של לימודי ההיסטוריה, אנחנו תמיד יכולים לשפוט בדיעבד","זו האירוניה של לימודי ההיסטוריה,  אנחנו תמיד יכולים לשפוט בדיעבד.",0.1,0
common_voice_he_39753082,זה מראה בדיוק באיזו פשיטת רגל מוסרית נמצאת תנועת הליכוד,זה מראה בדיוק באיזו פשיטת רגל מוסרית נמצאת תנועת הליכוד.,0.1,0
common_voice_he_39753186,הם דואגים למיליון ורבע איש שנמצאים בקרנות הפנסיה הוותיקות והחדשות,הם דואגים למיליון ורבע איש שנמצאים בקרנות הפנסיה הוותיקות והחדשות.,0.1,0
common_voice_he_39753224,משדרים ברחבי הארץ ואף סייע באיתור גגות מתאימים להתקנת המשדרים,משדרים ברחבי הארץ ואף סייע באיתור גגות מתאימים להתקנת המשדרים.,0.1,0
common_voice_he_39753521,הרי היא מקבלת הבטחת הכנסה אולי כי בעלה לא מתפקד,הרי היא מקבלת הבטחת הכנסה אולי כי בעלה לא מתפקד.,0.1,0
common_voice_he_39771130,שכן אין כמו העניין הזה בחשיבותו המיוחדת כדי שהוא יהיה,שכן אין כמו העניין הזה בחשיבותו המיוחדת כדי שהוא יהיה.,0.1,0
common_voice_he_39785399,גם אם יחפש פרוצדורה משטרתית או משפטית כזו או אחרת,גם אם יחפש פרוצדורה משטרתית או משפטית כזו או אחרת.,0.1,0
common_voice_he_40909680,למה אנחנו צריכים להיכנס לדבר שאנחנו לא יודעים איך נצא ממנו,למה אנחנו צריכים להיכנס לדבר שאנחנו לא יודעים איך נצא ממנו?,0.0909,0
common_voice_he_41486385,כי אוי ואבוי אם ייפגע אחד מהאלמנטים הדתיים שעליהם מורכבת ירושלים,כי אוי ואבוי אם ייפגע אחד מהאלמנטים  הדתיים שעליהם מורכבת ירושלים.,0.0909,0
